,Country,Value,Year,Sex,Indicator,id
20,United Kingdom,2,2016,M,EMP18_PAT,826
21,Estonia,2,2016,M,EMP18_PAT,233
22,Slovenia,10,2016,M,EMP18_PAT,705
23,Latvia,1.4,2016,M,EMP18_PAT,428
24,Lithuania,4,2016,M,EMP18_PAT,440
0,Austria,8.7,2017,M,EMP18_PAT,40
1,Belgium,19.3,2017,M,EMP18_PAT,56
2,Czech Republic,0,2017,M,EMP18_PAT,203
3,Denmark,2,2017,M,EMP18_PAT,208
4,France,28,2017,M,EMP18_PAT,250
5,Germany,8.7,2017,M,EMP18_PAT,276
6,Greece,0.4,2017,M,EMP18_PAT,300
7,Hungary,1,2017,M,EMP18_PAT,348
8,Iceland,13,2017,M,EMP18_PAT,352
9,Ireland,0,2017,M,EMP18_PAT,372
10,Italy,0.4,2017,M,EMP18_PAT,380
11,Luxembourg,26.4,2017,M,EMP18_PAT,442
12,Netherlands,0.4,2017,M,EMP18_PAT,528
13,Norway,10,2017,M,EMP18_PAT,578
14,Poland,2,2017,M,EMP18_PAT,616
15,Portugal,22.3,2017,M,EMP18_PAT,620
16,Slovak Republic,0,2017,M,EMP18_PAT,703
17,Spain,4.3,2017,M,EMP18_PAT,724
18,Sweden,14.3,2017,M,EMP18_PAT,752
19,Switzerland,0,2017,M,EMP18_PAT,756
20,United Kingdom,2,2017,M,EMP18_PAT,826
21,Estonia,2,2017,M,EMP18_PAT,233
22,Slovenia,7.1,2017,M,EMP18_PAT,705
23,Latvia,1.4,2017,M,EMP18_PAT,428
24,Lithuania,4,2017,M,EMP18_PAT,440
0,Austria,8.7,2018,M,EMP18_PAT,40
1,Belgium,19.3,2018,M,EMP18_PAT,56
2,Czech Republic,1,2018,M,EMP18_PAT,203
3,Denmark,2,2018,M,EMP18_PAT,208
4,France,28,2018,M,EMP18_PAT,250
5,Germany,8.7,2018,M,EMP18_PAT,276
6,Greece,0.4,2018,M,EMP18_PAT,300
7,Hungary,1,2018,M,EMP18_PAT,348
8,Iceland,13,2018,M,EMP18_PAT,352
9,Ireland,0,2018,M,EMP18_PAT,372
10,Italy,0.8,2018,M,EMP18_PAT,380
11,Luxembourg,19.3,2018,M,EMP18_PAT,442
12,Netherlands,0.4,2018,M,EMP18_PAT,528
13,Norway,10,2018,M,EMP18_PAT,578
14,Poland,2,2018,M,EMP18_PAT,616
15,Portugal,22.3,2018,M,EMP18_PAT,620
16,Slovak Republic,0,2018,M,EMP18_PAT,703
17,Spain,4.3,2018,M,EMP18_PAT,724
18,Sweden,14.3,2018,M,EMP18_PAT,752
19,Switzerland,0,2018,M,EMP18_PAT,756
20,United Kingdom,2,2018,M,EMP18_PAT,826
21,Estonia,2,2018,M,EMP18_PAT,233
22,Slovenia,4.3,2018,M,EMP18_PAT,705
23,Latvia,1.4,2018,M,EMP18_PAT,428
24,Lithuania,4,2018,M,EMP18_PAT,440
0,Austria,8.7,2019,M,EMP18_PAT,40
1,Belgium,19.3,2019,M,EMP18_PAT,56
2,Czech Republic,1,2019,M,EMP18_PAT,203
3,Denmark,2,2019,M,EMP18_PAT,208
4,France,28,2019,M,EMP18_PAT,250
5,Germany,8.7,2019,M,EMP18_PAT,276
6,Greece,0.4,2019,M,EMP18_PAT,300
7,Hungary,1,2019,M,EMP18_PAT,348
8,Iceland,13,2019,M,EMP18_PAT,352
9,Ireland,0,2019,M,EMP18_PAT,372
10,Italy,0.8,2019,M,EMP18_PAT,380
11,Luxembourg,19.3,2019,M,EMP18_PAT,442
12,Netherlands,0.4,2019,M,EMP18_PAT,528
13,Norway,10,2019,M,EMP18_PAT,578
14,Poland,2,2019,M,EMP18_PAT,616
15,Portugal,22.3,2019,M,EMP18_PAT,620
16,Slovak Republic,0,2019,M,EMP18_PAT,703
17,Spain,4.3,2019,M,EMP18_PAT,724
18,Sweden,14.3,2019,M,EMP18_PAT,752
19,Switzerland,0,2019,M,EMP18_PAT,756
20,United Kingdom,2,2019,M,EMP18_PAT,826
21,Estonia,2,2019,M,EMP18_PAT,233
22,Slovenia,4.3,2019,M,EMP18_PAT,705
23,Latvia,1.4,2019,M,EMP18_PAT,428
24,Lithuania,4,2019,M,EMP18_PAT,440
0,Austria,8.7,2010,W,EMP11,40
1,Belgium,10.5,2010,W,EMP11,56
2,Czech Republic,12.2,2010,W,EMP11,203
3,Denmark,17.7,2010,W,EMP11,208
4,France,12.3,2010,W,EMP11,250
5,Germany,12.6,2010,W,EMP11,276
6,Greece,6.2,2010,W,EMP11,300
7,Hungary,13.6,2010,W,EMP11,348
8,Iceland,15.8,2010,W,EMP11,352
9,Ireland,8.4,2010,W,EMP11,372
10,Italy,4.5,2010,W,EMP11,380
11,Luxembourg,3.5,2010,W,EMP11,442
12,Netherlands,14.9,2010,W,EMP11,528
13,Norway,38.9,2010,W,EMP11,578
14,Poland,11.6,2010,W,EMP11,616
15,Portugal,5.4,2010,W,EMP11,620
16,Slovak Republic,21.6,2010,W,EMP11,703
17,Spain,9.5,2010,W,EMP11,724
18,Sweden,26.4,2010,W,EMP11,752
19,Switzerland,17.5,2010,W,EMP11,756
20,United Kingdom,13.3,2010,W,EMP11,826
21,Estonia,7,2010,W,EMP11,233
22,Slovenia,9.8,2010,W,EMP11,705
23,Latvia,23.5,2010,W,EMP11,428
24,Lithuania,13.1,2010,W,EMP11,440
0,Austria,11.1,2011,W,EMP11,40
1,Belgium,10.9,2011,W,EMP11,56
2,Czech Republic,15.9,2011,W,EMP11,203
3,Denmark,16.3,2011,W,EMP11,208
4,France,21.6,2011,W,EMP11,250
5,Germany,15.2,2011,W,EMP11,276
6,Greece,6.5,2011,W,EMP11,300
7,Hungary,5.3,2011,W,EMP11,348
8,Iceland,20.5,2011,W,EMP11,352
9,Ireland,8.8,2011,W,EMP11,372
10,Italy,5.9,2011,W,EMP11,380
11,Luxembourg,5.6,2011,W,EMP11,442
12,Netherlands,17.8,2011,W,EMP11,528
13,Norway,41.3,2011,W,EMP11,578
14,Poland,11.8,2011,W,EMP11,616
15,Portugal,5.9,2011,W,EMP11,620
16,Slovak Republic,14.6,2011,W,EMP11,703
17,Spain,11.1,2011,W,EMP11,724
18,Sweden,24.7,2011,W,EMP11,752
19,Switzerland,17.5,2011,W,EMP11,756
20,United Kingdom,16.3,2011,W,EMP11,826
21,Estonia,6.7,2011,W,EMP11,233
22,Slovenia,14.2,2011,W,EMP11,705
23,Latvia,26.6,2011,W,EMP11,428
24,Lithuania,14,2011,W,EMP11,440
0,Austria,11.9,2012,W,EMP11,40
1,Belgium,12.9,2012,W,EMP11,56
2,Czech Republic,16.4,2012,W,EMP11,203
3,Denmark,20.8,2012,W,EMP11,208
4,France,25.1,2012,W,EMP11,250
5,Germany,17.9,2012,W,EMP11,276
6,Greece,7.9,2012,W,EMP11,300
7,Hungary,7.4,2012,W,EMP11,348
8,Iceland,36.2,2012,W,EMP11,352
9,Ireland,8.7,2012,W,EMP11,372
10,Italy,10.8,2012,W,EMP11,380
11,Luxembourg,9.7,2012,W,EMP11,442
12,Netherlands,21.5,2012,W,EMP11,528
13,Norway,43.7,2012,W,EMP11,578
14,Poland,11.8,2012,W,EMP11,616
15,Portugal,7.4,2012,W,EMP11,620
16,Slovak Republic,13.8,2012,W,EMP11,703
17,Spain,12.3,2012,W,EMP11,724
18,Sweden,25.5,2012,W,EMP11,752
19,Switzerland,17.5,2012,W,EMP11,756
20,United Kingdom,18.8,2012,W,EMP11,826
21,Estonia,7.8,2012,W,EMP11,233
22,Slovenia,18.7,2012,W,EMP11,705
23,Latvia,28.2,2012,W,EMP11,428
24,Lithuania,17.8,2012,W,EMP11,440
0,Austria,12.6,2013,W,EMP11,40
1,Belgium,16.7,2013,W,EMP11,56
2,Czech Republic,11.3,2013,W,EMP11,203
3,Denmark,22.9,2013,W,EMP11,208
4,France,29.7,2013,W,EMP11,250
5,Germany,21.5,2013,W,EMP11,276
6,Greece,8.4,2013,W,EMP11,300
7,Hungary,11.3,2013,W,EMP11,348
8,Iceland,48.1,2013,W,EMP11,352
9,Ireland,11.1,2013,W,EMP11,372
10,Italy,15,2013,W,EMP11,380
11,Luxembourg,11.3,2013,W,EMP11,442
12,Netherlands,25.1,2013,W,EMP11,528
13,Norway,42,2013,W,EMP11,578
14,Poland,12.3,2013,W,EMP11,616
15,Portugal,8.8,2013,W,EMP11,620
16,Slovak Republic,24,2013,W,EMP11,703
17,Spain,14.8,2013,W,EMP11,724
18,Sweden,26.5,2013,W,EMP11,752
19,Switzerland,17.5,2013,W,EMP11,756
20,United Kingdom,21,2013,W,EMP11,826
21,Estonia,7.3,2013,W,EMP11,233
22,Slovenia,21.6,2013,W,EMP11,705
23,Latvia,28.6,2013,W,EMP11,428
24,Lithuania,16.1,2013,W,EMP11,440
0,Austria,17.1,2014,W,EMP11,40
1,Belgium,22.4,2014,W,EMP11,56
2,Czech Republic,3.5,2014,W,EMP11,203
3,Denmark,24,2014,W,EMP11,208
4,France,32.4,2014,W,EMP11,250
5,Germany,24.4,2014,W,EMP11,276
6,Greece,8.9,2014,W,EMP11,300
7,Hungary,11.8,2014,W,EMP11,348
8,Iceland,44.8,2014,W,EMP11,352
9,Ireland,10.9,2014,W,EMP11,372
10,Italy,24.1,2014,W,EMP11,380
11,Luxembourg,11.7,2014,W,EMP11,442
12,Netherlands,24.9,2014,W,EMP11,528
13,Norway,37.6,2014,W,EMP11,578
14,Poland,14.6,2014,W,EMP11,616
15,Portugal,9.5,2014,W,EMP11,620
16,Slovak Republic,18.2,2014,W,EMP11,703
17,Spain,16.9,2014,W,EMP11,724
18,Sweden,27.6,2014,W,EMP11,752
19,Switzerland,17.5,2014,W,EMP11,756
20,United Kingdom,24.2,2014,W,EMP11,826
21,Estonia,7.1,2014,W,EMP11,233
22,Slovenia,19.9,2014,W,EMP11,705
23,Latvia,31.7,2014,W,EMP11,428
24,Lithuania,16.5,2014,W,EMP11,440
0,Austria,20,2015,W,EMP11,40
1,Belgium,26,2015,W,EMP11,56
2,Czech Republic,10.4,2015,W,EMP11,203
3,Denmark,25.8,2015,W,EMP11,208
4,France,35.6,2015,W,EMP11,250
5,Germany,26.1,2015,W,EMP11,276
6,Greece,9.8,2015,W,EMP11,300
7,Hungary,17.8,2015,W,EMP11,348
8,Iceland,44.2,2015,W,EMP11,352
9,Ireland,15.3,2015,W,EMP11,372
10,Italy,28.6,2015,W,EMP11,380
11,Luxembourg,12.1,2015,W,EMP11,442
12,Netherlands,25.5,2015,W,EMP11,528
13,Norway,38.8,2015,W,EMP11,578
14,Poland,19.4,2015,W,EMP11,616
15,Portugal,13.5,2015,W,EMP11,620
16,Slovak Republic,12.7,2015,W,EMP11,703
17,Spain,18.7,2015,W,EMP11,724
18,Sweden,32.6,2015,W,EMP11,752
19,Switzerland,17.5,2015,W,EMP11,756
20,United Kingdom,27.8,2015,W,EMP11,826
21,Estonia,8.1,2015,W,EMP11,233
22,Slovenia,21.5,2015,W,EMP11,705
23,Latvia,30.4,2015,W,EMP11,428
24,Lithuania,14.3,2015,W,EMP11,440
0,Austria,18.1,2016,W,EMP11,40
1,Belgium,28.6,2016,W,EMP11,56
2,Czech Republic,10.1,2016,W,EMP11,203
3,Denmark,27.1,2016,W,EMP11,208
4,France,41.2,2016,W,EMP11,250
5,Germany,29.5,2016,W,EMP11,276
6,Greece,9.1,2016,W,EMP11,300
7,Hungary,12.3,2016,W,EMP11,348
8,Iceland,45.1,2016,W,EMP11,352
9,Ireland,16.5,2016,W,EMP11,372
10,Italy,32.3,2016,W,EMP11,380
11,Luxembourg,12.9,2016,W,EMP11,442
12,Netherlands,27.5,2016,W,EMP11,528
13,Norway,42.6,2016,W,EMP11,578
14,Poland,18.8,2016,W,EMP11,616
15,Portugal,14.3,2016,W,EMP11,620
16,Slovak Republic,12.5,2016,W,EMP11,703
17,Spain,20.3,2016,W,EMP11,724
18,Sweden,36.9,2016,W,EMP11,752
19,Switzerland,17.5,2016,W,EMP11,756
20,United Kingdom,27,2016,W,EMP11,826
21,Estonia,8.8,2016,W,EMP11,233
22,Slovenia,24.8,2016,W,EMP11,705
23,Latvia,28.5,2016,W,EMP11,428
24,Lithuania,14.3,2016,W,EMP11,440
0,Austria,19.2,2017,W,EMP11,40
1,Belgium,30.7,2017,W,EMP11,56
2,Czech Republic,14.5,2017,W,EMP11,203
3,Denmark,30.3,2017,W,EMP11,208
4,France,43.4,2017,W,EMP11,250
5,Germany,31.9,2017,W,EMP11,276
6,Greece,11.3,2017,W,EMP11,300
7,Hungary,14.5,2017,W,EMP11,348
8,Iceland,43.5,2017,W,EMP11,352
9,Ireland,17.6,2017,W,EMP11,372
10,Italy,34,2017,W,EMP11,380
11,Luxembourg,12,2017,W,EMP11,442
12,Netherlands,29.5,2017,W,EMP11,528
13,Norway,42.1,2017,W,EMP11,578
14,Poland,20.1,2017,W,EMP11,616
15,Portugal,16.2,2017,W,EMP11,620
16,Slovak Republic,15.1,2017,W,EMP11,703
17,Spain,22,2017,W,EMP11,724
18,Sweden,36.3,2017,W,EMP11,752
19,Switzerland,21.3,2017,W,EMP11,756
20,United Kingdom,27.2,2017,W,EMP11,826
21,Estonia,7.4,2017,W,EMP11,233
22,Slovenia,22.6,2017,W,EMP11,705
23,Latvia,28.8,2017,W,EMP11,428
24,Lithuania,14.3,2017,W,EMP11,440
0,Austria,26.1,2018,W,EMP11,40
1,Belgium,32,2018,W,EMP11,56
2,Czech Republic,13.8,2018,W,EMP11,203
3,Denmark,27.7,2018,W,EMP11,208
4,France,43.9,2018,W,EMP11,250
5,Germany,33.8,2018,W,EMP11,276
6,Greece,9.1,2018,W,EMP11,300
7,Hungary,14.9,2018,W,EMP11,348
8,Iceland,45.7,2018,W,EMP11,352
9,Ireland,18.7,2018,W,EMP11,372
10,Italy,36.4,2018,W,EMP11,380
11,Luxembourg,13.3,2018,W,EMP11,442
12,Netherlands,30.7,2018,W,EMP11,528
13,Norway,40.2,2018,W,EMP11,578
14,Poland,21,2018,W,EMP11,616
15,Portugal,21.6,2018,W,EMP11,620
16,Slovak Republic,24.1,2018,W,EMP11,703
17,Spain,23.7,2018,W,EMP11,724
18,Sweden,36.1,2018,W,EMP11,752
19,Switzerland,22.3,2018,W,EMP11,756
20,United Kingdom,29.9,2018,W,EMP11,826
21,Estonia,8,2018,W,EMP11,233
22,Slovenia,27.9,2018,W,EMP11,705
23,Latvia,29,2018,W,EMP11,428
24,Lithuania,10.8,2018,W,EMP11,440
0,Austria,31.3,2019,W,EMP11,40
1,Belgium,35.9,2019,W,EMP11,56
2,Czech Republic,18.2,2019,W,EMP11,203
3,Denmark,30,2019,W,EMP11,208
4,France,45.3,2019,W,EMP11,250
5,Germany,35.6,2019,W,EMP11,276
6,Greece,10.3,2019,W,EMP11,300
7,Hungary,12.9,2019,W,EMP11,348
8,Iceland,45.9,2019,W,EMP11,352
9,Ireland,26,2019,W,EMP11,372
10,Italy,36.1,2019,W,EMP11,380
11,Luxembourg,13.1,2019,W,EMP11,442
12,Netherlands,34.2,2019,W,EMP11,528
13,Norway,40.2,2019,W,EMP11,578
14,Poland,23.5,2019,W,EMP11,616
15,Portugal,24.6,2019,W,EMP11,620
16,Slovak Republic,29.1,2019,W,EMP11,703
17,Spain,26.4,2019,W,EMP11,724
18,Sweden,37.5,2019,W,EMP11,752
19,Switzerland,24.9,2019,W,EMP11,756
20,United Kingdom,32.6,2019,W,EMP11,826
21,Estonia,9.4,2019,W,EMP11,233
22,Slovenia,24.6,2019,W,EMP11,705
23,Latvia,31.7,2019,W,EMP11,428
24,Lithuania,12,2019,W,EMP11,440
0,Austria,4.8,2010,Tot,EMP3,40
1,Belgium,8.3,2010,Tot,EMP3,56
2,Czech Republic,7.3,2010,Tot,EMP3,203
3,Denmark,7.6,2010,Tot,EMP3,208
4,France,9.3,2010,Tot,EMP3,250
5,Germany,7.1,2010,Tot,EMP3,276
6,Greece,12.7,2010,Tot,EMP3,300
7,Hungary,11.2,2010,Tot,EMP3,348
8,Iceland,8.3,2010,Tot,EMP3,352
9,Ireland,14.4,2010,Tot,EMP3,372
10,Italy,8.4,2010,Tot,EMP3,380
11,Luxembourg,4.4,2010,Tot,EMP3,442
12,Netherlands,5,2010,Tot,EMP3,528
13,Norway,3.5,2010,Tot,EMP3,578
14,Poland,9.6,2010,Tot,EMP3,616
15,Portugal,10.8,2010,Tot,EMP3,620
16,Slovak Republic,14.4,2010,Tot,EMP3,703
17,Spain,19.9,2010,Tot,EMP3,724
18,Sweden,8.6,2010,Tot,EMP3,752
19,Switzerland,4.8,2010,Tot,EMP3,756
20,United Kingdom,7.6,2010,Tot,EMP3,826
21,Estonia,16.7,2010,Tot,EMP3,233
22,Slovenia,7.2,2010,Tot,EMP3,705
23,Latvia,19.5,2010,Tot,EMP3,428
24,Lithuania,17.8,2010,Tot,EMP3,440
0,Austria,4.6,2011,Tot,EMP3,40
1,Belgium,7.1,2011,Tot,EMP3,56
2,Czech Republic,6.7,2011,Tot,EMP3,203
3,Denmark,7.7,2011,Tot,EMP3,208
4,France,9.2,2011,Tot,EMP3,250
5,Germany,5.8,2011,Tot,EMP3,276
6,Greece,17.9,2011,Tot,EMP3,300
7,Hungary,11,2011,Tot,EMP3,348
8,Iceland,7.7,2011,Tot,EMP3,352
9,Ireland,15.3,2011,Tot,EMP3,372
10,Italy,8.4,2011,Tot,EMP3,380
11,Luxembourg,4.9,2011,Tot,EMP3,442
12,Netherlands,5,2011,Tot,EMP3,528
13,Norway,3.2,2011,Tot,EMP3,578
14,Poland,9.6,2011,Tot,EMP3,616
15,Portugal,12.7,2011,Tot,EMP3,620
16,Slovak Republic,13.6,2011,Tot,EMP3,703
17,Spain,21.4,2011,Tot,EMP3,724
18,Sweden,7.8,2011,Tot,EMP3,752
19,Switzerland,4.4,2011,Tot,EMP3,756
20,United Kingdom,8,2011,Tot,EMP3,826
21,Estonia,12.3,2011,Tot,EMP3,233
22,Slovenia,8.2,2011,Tot,EMP3,705
23,Latvia,16.2,2011,Tot,EMP3,428
24,Lithuania,15.4,2011,Tot,EMP3,440
0,Austria,4.9,2012,Tot,EMP3,40
1,Belgium,7.5,2012,Tot,EMP3,56
2,Czech Republic,7,2012,Tot,EMP3,203
3,Denmark,7.7,2012,Tot,EMP3,208
4,France,9.8,2012,Tot,EMP3,250
5,Germany,5.4,2012,Tot,EMP3,276
6,Greece,24.4,2012,Tot,EMP3,300
7,Hungary,11,2012,Tot,EMP3,348
8,Iceland,6.6,2012,Tot,EMP3,352
9,Ireland,15.4,2012,Tot,EMP3,372
10,Italy,10.7,2012,Tot,EMP3,380
11,Luxembourg,5.1,2012,Tot,EMP3,442
12,Netherlands,5.8,2012,Tot,EMP3,528
13,Norway,3.1,2012,Tot,EMP3,578
14,Poland,10.1,2012,Tot,EMP3,616
15,Portugal,15.5,2012,Tot,EMP3,620
16,Slovak Republic,13.9,2012,Tot,EMP3,703
17,Spain,24.8,2012,Tot,EMP3,724
18,Sweden,8,2012,Tot,EMP3,752
19,Switzerland,4.5,2012,Tot,EMP3,756
20,United Kingdom,7.9,2012,Tot,EMP3,826
21,Estonia,10,2012,Tot,EMP3,233
22,Slovenia,8.8,2012,Tot,EMP3,705
23,Latvia,15,2012,Tot,EMP3,428
24,Lithuania,13.4,2012,Tot,EMP3,440
0,Austria,5.3,2013,Tot,EMP3,40
1,Belgium,8.4,2013,Tot,EMP3,56
2,Czech Republic,7,2013,Tot,EMP3,203
3,Denmark,7.2,2013,Tot,EMP3,208
4,France,10.3,2013,Tot,EMP3,250
5,Germany,5.2,2013,Tot,EMP3,276
6,Greece,27.5,2013,Tot,EMP3,300
7,Hungary,10.2,2013,Tot,EMP3,348
8,Iceland,5.8,2013,Tot,EMP3,352
9,Ireland,13.7,2013,Tot,EMP3,372
10,Italy,12.1,2013,Tot,EMP3,380
11,Luxembourg,5.8,2013,Tot,EMP3,442
12,Netherlands,7.2,2013,Tot,EMP3,528
13,Norway,3.4,2013,Tot,EMP3,578
14,Poland,10.3,2013,Tot,EMP3,616
15,Portugal,16.2,2013,Tot,EMP3,620
16,Slovak Republic,14.2,2013,Tot,EMP3,703
17,Spain,26.1,2013,Tot,EMP3,724
18,Sweden,8,2013,Tot,EMP3,752
19,Switzerland,4.7,2013,Tot,EMP3,756
20,United Kingdom,7.5,2013,Tot,EMP3,826
21,Estonia,8.6,2013,Tot,EMP3,233
22,Slovenia,10.1,2013,Tot,EMP3,705
23,Latvia,11.9,2013,Tot,EMP3,428
24,Lithuania,11.8,2013,Tot,EMP3,440
0,Austria,5.6,2014,Tot,EMP3,40
1,Belgium,8.5,2014,Tot,EMP3,56
2,Czech Republic,6.1,2014,Tot,EMP3,203
3,Denmark,6.8,2014,Tot,EMP3,208
4,France,10.3,2014,Tot,EMP3,250
5,Germany,5,2014,Tot,EMP3,276
6,Greece,26.5,2014,Tot,EMP3,300
7,Hungary,7.7,2014,Tot,EMP3,348
8,Iceland,5.4,2014,Tot,EMP3,352
9,Ireland,11.8,2014,Tot,EMP3,372
10,Italy,12.7,2014,Tot,EMP3,380
11,Luxembourg,5.9,2014,Tot,EMP3,442
12,Netherlands,7.4,2014,Tot,EMP3,528
13,Norway,3.5,2014,Tot,EMP3,578
14,Poland,9,2014,Tot,EMP3,616
15,Portugal,13.9,2014,Tot,EMP3,620
16,Slovak Republic,13.2,2014,Tot,EMP3,703
17,Spain,24.4,2014,Tot,EMP3,724
18,Sweden,7.9,2014,Tot,EMP3,752
19,Switzerland,4.8,2014,Tot,EMP3,756
20,United Kingdom,6.2,2014,Tot,EMP3,826
21,Estonia,7.3,2014,Tot,EMP3,233
22,Slovenia,9.7,2014,Tot,EMP3,705
23,Latvia,10.8,2014,Tot,EMP3,428
24,Lithuania,10.7,2014,Tot,EMP3,440
0,Austria,5.7,2015,Tot,EMP3,40
1,Belgium,8.5,2015,Tot,EMP3,56
2,Czech Republic,5,2015,Tot,EMP3,203
3,Denmark,6.1,2015,Tot,EMP3,208
4,France,10.4,2015,Tot,EMP3,250
5,Germany,4.6,2015,Tot,EMP3,276
6,Greece,24.9,2015,Tot,EMP3,300
7,Hungary,6.8,2015,Tot,EMP3,348
8,Iceland,4.5,2015,Tot,EMP3,352
9,Ireland,9.9,2015,Tot,EMP3,372
10,Italy,11.9,2015,Tot,EMP3,380
11,Luxembourg,6.7,2015,Tot,EMP3,442
12,Netherlands,6.9,2015,Tot,EMP3,528
13,Norway,4.3,2015,Tot,EMP3,578
14,Poland,7.5,2015,Tot,EMP3,616
15,Portugal,12.4,2015,Tot,EMP3,620
16,Slovak Republic,11.5,2015,Tot,EMP3,703
17,Spain,22.1,2015,Tot,EMP3,724
18,Sweden,7.4,2015,Tot,EMP3,752
19,Switzerland,4.8,2015,Tot,EMP3,756
20,United Kingdom,5.3,2015,Tot,EMP3,826
21,Estonia,6.2,2015,Tot,EMP3,233
22,Slovenia,9,2015,Tot,EMP3,705
23,Latvia,9.9,2015,Tot,EMP3,428
24,Lithuania,9.1,2015,Tot,EMP3,440
0,Austria,6,2016,Tot,EMP3,40
1,Belgium,7.8,2016,Tot,EMP3,56
2,Czech Republic,4,2016,Tot,EMP3,203
3,Denmark,5.8,2016,Tot,EMP3,208
4,France,10.1,2016,Tot,EMP3,250
5,Germany,4.1,2016,Tot,EMP3,276
6,Greece,23.5,2016,Tot,EMP3,300
7,Hungary,5.1,2016,Tot,EMP3,348
8,Iceland,3.3,2016,Tot,EMP3,352
9,Ireland,8.3,2016,Tot,EMP3,372
10,Italy,11.7,2016,Tot,EMP3,380
11,Luxembourg,6.3,2016,Tot,EMP3,442
12,Netherlands,6,2016,Tot,EMP3,528
13,Norway,4.7,2016,Tot,EMP3,578
14,Poland,6.2,2016,Tot,EMP3,616
15,Portugal,11.1,2016,Tot,EMP3,620
16,Slovak Republic,9.6,2016,Tot,EMP3,703
17,Spain,19.6,2016,Tot,EMP3,724
18,Sweden,6.9,2016,Tot,EMP3,752
19,Switzerland,4.9,2016,Tot,EMP3,756
20,United Kingdom,4.9,2016,Tot,EMP3,826
21,Estonia,6.7,2016,Tot,EMP3,233
22,Slovenia,8,2016,Tot,EMP3,705
23,Latvia,9.6,2016,Tot,EMP3,428
24,Lithuania,7.9,2016,Tot,EMP3,440
0,Austria,5.5,2017,Tot,EMP3,40
1,Belgium,7.1,2017,Tot,EMP3,56
2,Czech Republic,2.9,2017,Tot,EMP3,203
3,Denmark,5.7,2017,Tot,EMP3,208
4,France,9.4,2017,Tot,EMP3,250
5,Germany,3.7,2017,Tot,EMP3,276
6,Greece,21.5,2017,Tot,EMP3,300
7,Hungary,4.2,2017,Tot,EMP3,348
8,Iceland,3.3,2017,Tot,EMP3,352
9,Ireland,6.6,2017,Tot,EMP3,372
10,Italy,11.2,2017,Tot,EMP3,380
11,Luxembourg,5.5,2017,Tot,EMP3,442
12,Netherlands,4.8,2017,Tot,EMP3,528
13,Norway,4.2,2017,Tot,EMP3,578
14,Poland,4.9,2017,Tot,EMP3,616
15,Portugal,8.9,2017,Tot,EMP3,620
16,Slovak Republic,8.1,2017,Tot,EMP3,703
17,Spain,17.2,2017,Tot,EMP3,724
18,Sweden,6.7,2017,Tot,EMP3,752
19,Switzerland,4.8,2017,Tot,EMP3,756
20,United Kingdom,4.4,2017,Tot,EMP3,826
21,Estonia,5.7,2017,Tot,EMP3,233
22,Slovenia,6.6,2017,Tot,EMP3,705
23,Latvia,8.7,2017,Tot,EMP3,428
24,Lithuania,7.1,2017,Tot,EMP3,440
0,Austria,4.8,2018,Tot,EMP3,40
1,Belgium,5.9,2018,Tot,EMP3,56
2,Czech Republic,2.2,2018,Tot,EMP3,203
3,Denmark,4.8,2018,Tot,EMP3,208
4,France,9.1,2018,Tot,EMP3,250
5,Germany,3.4,2018,Tot,EMP3,276
6,Greece,19.3,2018,Tot,EMP3,300
7,Hungary,3.7,2018,Tot,EMP3,348
8,Iceland,3.1,2018,Tot,EMP3,352
9,Ireland,5.4,2018,Tot,EMP3,372
10,Italy,10.6,2018,Tot,EMP3,380
11,Luxembourg,5.6,2018,Tot,EMP3,442
12,Netherlands,3.8,2018,Tot,EMP3,528
13,Norway,3.8,2018,Tot,EMP3,578
14,Poland,3.8,2018,Tot,EMP3,616
15,Portugal,7,2018,Tot,EMP3,620
16,Slovak Republic,6.5,2018,Tot,EMP3,703
17,Spain,15.3,2018,Tot,EMP3,724
18,Sweden,6.3,2018,Tot,EMP3,752
19,Switzerland,4.7,2018,Tot,EMP3,756
20,United Kingdom,4.2,2018,Tot,EMP3,826
21,Estonia,5.4,2018,Tot,EMP3,233
22,Slovenia,5.1,2018,Tot,EMP3,705
23,Latvia,7.4,2018,Tot,EMP3,428
24,Lithuania,6.1,2018,Tot,EMP3,440
0,Austria,4.5,2019,Tot,EMP3,40
1,Belgium,5.4,2019,Tot,EMP3,56
2,Czech Republic,2,2019,Tot,EMP3,203
3,Denmark,4.7,2019,Tot,EMP3,208
4,France,8.4,2019,Tot,EMP3,250
5,Germany,3.1,2019,Tot,EMP3,276
6,Greece,17.3,2019,Tot,EMP3,300
7,Hungary,3.4,2019,Tot,EMP3,348
8,Iceland,3.9,2019,Tot,EMP3,352
9,Ireland,4.4,2019,Tot,EMP3,372
10,Italy,10,2019,Tot,EMP3,380
11,Luxembourg,5.6,2019,Tot,EMP3,442
12,Netherlands,3.4,2019,Tot,EMP3,528
13,Norway,3.7,2019,Tot,EMP3,578
14,Poland,3.3,2019,Tot,EMP3,616
15,Portugal,6.5,2019,Tot,EMP3,620
16,Slovak Republic,5.8,2019,Tot,EMP3,703
17,Spain,14.1,2019,Tot,EMP3,724
18,Sweden,6.8,2019,Tot,EMP3,752
19,Switzerland,4.4,2019,Tot,EMP3,756
20,United Kingdom,3.9,2019,Tot,EMP3,826
